Capaware
GRASS
gvSIG
IDRISI
SAGA-GIS
GRASS
gvSIG
ILWIS
OpenJUMP
MapWindow
QGIS
SAGA
uDig
Capaware
FalconView
Kalypso
TerraView
Whitebox
GeoServer
MapGuide
Mapnik
MapServer
PostGIS
SpatiaLite
TerraLib
GeoBase
Geomajas
MapFish
OpenLayers
Leafletjs
GeoTools
GDAL
Orfeo
GeoNetwork
Chameleon
MapPoint
Autodesk
Bentley
ERDAS
Esri
Intergraph
MapInfo
PCI
RemoteView
Smallworld
Supergeo
SuperMap
TNTmips
Avenza
Cadcorp
Caliper
Dragon/ips
ENVI
Geosoft
GeoTime
IDRISI
MapDotNet
Manifold
CitySurf
Netcad
RegioGraph
ArcView
ArcGIS
ArcSDE
ArcIMS
ArcWeb
ArcGIS
