jobId,Job Type,State,Start Time,Duration
bqjob_r4ff3a6d8c6ed791e_00000146a9ac6d93_476,query,SUCCESS,17 Jun 12:53:09,0:00:33
bqjob_r3a275f5dec17a89d_00000146a9ac180b_475,query,SUCCESS,17 Jun 12:52:47,0:00:14
bqjob_r51acf0bc4b648a5d_00000146a9abf91f_474,query,SUCCESS,17 Jun 12:52:39,0:00:06
bqjob_r78f8ece738115a4b_00000146a9ab7c38_473,query,SUCCESS,17 Jun 12:52:07,0:00:28
bqjob_r5b3ce7be4c1f7cc5_00000146a9ab5d67_472,query,SUCCESS,17 Jun 12:51:59,0:00:04
bqjob_r6b4afd9a1595970d_00000146a9ab44cb_471,query,SUCCESS,17 Jun 12:51:52,0:00:04
bqjob_r3a89da061e377936_00000146a9aa7251_470,query,SUCCESS,17 Jun 12:50:59,0:00:39
bqjob_r2aa1f89a7c69a731_00000146a9aa5b59_469,query,SUCCESS,17 Jun 12:50:53,0:00:02
bqjob_r84852cbc92201e9_00000146a9aa372c_468,query,SUCCESS,17 Jun 12:50:44,0:00:06
bqjob_r26b894391f50c8f7_00000146a9aa25c4_467,query,SUCCESS,17 Jun 12:50:39,0:00:03
bqjob_r5fb244045b518d34_00000146a9aa049b_466,query,SUCCESS,17 Jun 12:50:30,0:00:06
bqjob_r698134a63f8d2b22_00000146a9a9d458_465,query,SUCCESS,17 Jun 12:50:19,0:00:10
bqjob_r6b1ccce8c8bb717b_00000146a9a9990e_464,query,SUCCESS,17 Jun 12:50:03,0:00:12
bqjob_r250e2d1720271ce7_00000146a9a96d0b_463,query,SUCCESS,17 Jun 12:49:52,0:00:09
bqjob_r3db985e9b0ef1efc_00000146a9a944c6_462,query,SUCCESS,17 Jun 12:49:41,0:00:09
bqjob_r36f04ef2bf4f3253_00000146a9a92c1a_461,query,SUCCESS,17 Jun 12:49:35,0:00:03
bqjob_r3a9bfc26e41d4348_00000146a9a91888_460,query,SUCCESS,17 Jun 12:49:30,0:00:03
bqjob_r4416a29397a7c15c_00000146a9a9087a_459,query,SUCCESS,17 Jun 12:49:26,0:00:02
bqjob_rfe097cc914645fa_00000146a9a8f23f_458,query,SUCCESS,17 Jun 12:49:20,0:00:03
bqjob_rf0223b2852e0b11_00000146a9a8cb3a_457,query,SUCCESS,17 Jun 12:49:10,0:00:08
bqjob_r2ccd55721c6435a9_00000146a9a8baf9_456,query,SUCCESS,17 Jun 12:49:06,0:00:03
bqjob_r42ef80087dc9318e_00000146a9a894b1_455,query,SUCCESS,17 Jun 12:48:56,0:00:08
bqjob_r3a60676ab4c1a3e0_00000146a9a8763c_454,query,SUCCESS,17 Jun 12:48:49,0:00:05
bqjob_r4f61c2e5a96474bb_00000146a9a81c96_453,query,SUCCESS,17 Jun 12:48:26,0:00:17
bqjob_r7746fd694020ac20_00000146a9a803b5_452,query,SUCCESS,17 Jun 12:48:19,0:00:04
bqjob_r45665e955a97fcae_00000146a9a7f29f_451,query,SUCCESS,17 Jun 12:48:15,0:00:02
bqjob_r52e8149afacd029f_00000146a9a79b9a_450,query,SUCCESS,17 Jun 12:47:53,0:00:17
bqjob_r2f260caaea7fc9af_00000146a9a78b37_449,query,SUCCESS,17 Jun 12:47:48,0:00:03
bqjob_r28894768fc21b825_00000146a9a73c0d_448,query,SUCCESS,17 Jun 12:47:29,0:00:15
bqjob_r5fbed3b2e8cbcd01_00000146a9a72a9d_447,query,SUCCESS,17 Jun 12:47:23,0:00:03
bqjob_r7f73191474971b73_00000146a9a71670_446,query,SUCCESS,17 Jun 12:47:19,0:00:03
bqjob_r616715aa81ff9d41_00000146a9a70019_445,query,SUCCESS,17 Jun 12:47:13,0:00:02
bqjob_r4a5dc8273939d60a_00000146a9a6b2eb_444,query,SUCCESS,17 Jun 12:46:53,0:00:14
bqjob_r7db743abf3cc7186_00000146a9a67211_443,query,SUCCESS,17 Jun 12:46:37,0:00:11
bqjob_r512831603133e26a_00000146a9a63344_442,query,SUCCESS,17 Jun 12:46:20,0:00:13
bqjob_r798cdf99768c3738_00000146a9a61daa_441,query,SUCCESS,17 Jun 12:46:15,0:00:02
bqjob_r6d83c548d8e0b27d_00000146a9a60a25_440,query,SUCCESS,17 Jun 12:46:10,0:00:02
bqjob_r6cada46ea49dfe0a_00000146a9a5eab6_439,query,SUCCESS,17 Jun 12:46:02,0:00:05
bqjob_r3499d7043f2b729f_00000146a9a5c4c4_438,query,SUCCESS,17 Jun 12:45:53,0:00:05
bqjob_r4a3d32a2ffd914b1_00000146a9a5aeb3_437,query,SUCCESS,17 Jun 12:45:46,0:00:03
bqjob_r5511b542b79f2cca_00000146a9a58e87_436,query,SUCCESS,17 Jun 12:45:38,0:00:06
bqjob_r16051a3d0b7a0e23_00000146a9a56428_435,query,SUCCESS,17 Jun 12:45:27,0:00:08
bqjob_r366e6037498e8789_00000146a9a541fb_434,query,SUCCESS,17 Jun 12:45:19,0:00:05
bqjob_r47b988f78acc9497_00000146a9a50fb8_433,query,SUCCESS,17 Jun 12:45:08,0:00:09
bqjob_r1f01f57d542bc056_00000146a9a4ec48_432,query,SUCCESS,17 Jun 12:44:57,0:00:06
bqjob_r42ac47bd7c09dac7_00000146a9a4cdbe_431,query,SUCCESS,17 Jun 12:44:49,0:00:06
bqjob_r6b4162aa9a42f6e4_00000146a9a4ad6e_430,query,SUCCESS,17 Jun 12:44:41,0:00:06
bqjob_r3c60e0a3ef9ef1ad_00000146a9a48754_429,query,SUCCESS,17 Jun 12:44:31,0:00:07
bqjob_r5194b6427ce5c92e_00000146a9a46319_428,query,SUCCESS,17 Jun 12:44:21,0:00:07
bqjob_r5efd64350a547f8d_00000146a9a43ba3_427,query,SUCCESS,17 Jun 12:44:12,0:00:06
bqjob_r474b9ba60d1b9841_00000146a9a41267_426,query,SUCCESS,17 Jun 12:44:01,0:00:08
bqjob_r7f7192ea7f052353_00000146a9a3e71a_425,query,SUCCESS,17 Jun 12:43:50,0:00:08
bqjob_r341e49644d644ce1_00000146a9a3d7b1_424,query,SUCCESS,17 Jun 12:43:46,0:00:02
bqjob_r773c9cefdf3082fa_00000146a9a3bb40_423,query,SUCCESS,17 Jun 12:43:39,0:00:05
bqjob_r68871c211859c84e_00000146a9a3a745_422,query,SUCCESS,17 Jun 12:43:33,0:00:03
bqjob_r677d7ac95c20932b_00000146a9a380ed_421,query,SUCCESS,17 Jun 12:43:24,0:00:06
bqjob_r3dd2451812913c0_00000146a9a36bbe_420,query,SUCCESS,17 Jun 12:43:18,0:00:03
bqjob_r56e5df54fedeed39_00000146a9a35458_419,query,SUCCESS,17 Jun 12:43:13,0:00:02
bqjob_r1f8d0f3929a6b222_00000146a9a32c76_418,query,SUCCESS,17 Jun 12:43:03,0:00:07
bqjob_r374e7a95832421ea_00000146a9a2f639_417,query,SUCCESS,17 Jun 12:42:48,0:00:11
bqjob_r4caedc934f29601a_00000146a9a29bf7_416,query,SUCCESS,17 Jun 12:42:25,0:00:20
bqjob_r60e9cd5b38f4f9d1_00000146a9a21a57_415,query,SUCCESS,17 Jun 12:41:52,0:00:22
bqjob_rea4b53846ed262f_00000146a9a20711_414,query,SUCCESS,17 Jun 12:41:47,0:00:02
bqjob_r39598f77741579e2_00000146a9a1db4e_413,query,SUCCESS,17 Jun 12:41:35,0:00:09
bqjob_r282f80488c2fe0f6_00000146a9a1bbd8_412,query,SUCCESS,17 Jun 12:41:28,0:00:05
bqjob_r50000103f5441328_00000146a9a1a75f_411,query,SUCCESS,17 Jun 12:41:22,0:00:03
bqjob_r30ba8c4f75ea90cf_00000146a9a0d17d_410,query,SUCCESS,17 Jun 12:40:28,0:00:38
bqjob_r2508574564ef2f19_00000146a9a03085_409,query,SUCCESS,17 Jun 12:39:47,0:00:37
bqjob_r4e187621effb63e5_00000146a9a00446_408,query,SUCCESS,17 Jun 12:39:36,0:00:09
bqjob_r309bcca5ddb954b8_00000146a99fed52_407,query,SUCCESS,17 Jun 12:39:29,0:00:03
bqjob_r61508e8cb4a5213a_00000146a99f7f0d_406,query,SUCCESS,17 Jun 12:39:01,0:00:25
bqjob_r1835f7e11d9e2763_00000146a99f6803_405,query,SUCCESS,17 Jun 12:38:55,0:00:02
bqjob_raa4bb5162bf7dde_00000146a99f423a_404,query,SUCCESS,17 Jun 12:38:46,0:00:07
bqjob_r6be4a9ab5b1acf7f_00000146a99f3086_403,query,SUCCESS,17 Jun 12:38:41,0:00:02
bqjob_r1723895922742bc5_00000146a99e8a84_402,query,SUCCESS,17 Jun 12:37:59,0:00:39
bqjob_r5c786bb27230df92_00000146a99e78e1_401,query,SUCCESS,17 Jun 12:37:54,0:00:02
bqjob_r211a40873606ff2b_00000146a99e688b_400,query,SUCCESS,17 Jun 12:37:49,0:00:02
bqjob_r29b2b73f5b66af39_00000146a99e3a72_399,query,SUCCESS,17 Jun 12:37:38,0:00:09
bqjob_r730208504d4addb3_00000146a99e06d4_398,query,SUCCESS,17 Jun 12:37:25,0:00:09
bqjob_r58a6bb79d4292478_00000146a99de7c8_397,query,SUCCESS,17 Jun 12:37:16,0:00:05
bqjob_r1bd8a206c48b492a_00000146a99db65b_396,query,SUCCESS,17 Jun 12:37:04,0:00:10
bqjob_r14d62b2e085f2e45_00000146a99d1b06_395,query,SUCCESS,17 Jun 12:36:24,0:00:37
bqjob_r6a31f6dffea0203b_00000146a99d0757_394,query,SUCCESS,17 Jun 12:36:19,0:00:03
bqjob_r2faf0401be9d2312_00000146a99cb2ad_393,query,SUCCESS,17 Jun 12:35:58,0:00:19
bqjob_r5a874ac156dda90a_00000146a99c9e27_392,query,SUCCESS,17 Jun 12:35:52,0:00:03
bqjob_r50b6db5c7b6fe58a_00000146a99b831a_391,query,SUCCESS,17 Jun 12:34:40,0:00:59
bqjob_r3aa8de14b7d89c83_00000146a9995b1e_390,query,SUCCESS,17 Jun 12:32:19,0:01:53
bqjob_r58315da05709082_00000146a999412c_389,query,SUCCESS,17 Jun 12:32:12,0:00:04
bqjob_r1e3aceeeec06f39f_00000146a9992eb6_388,query,SUCCESS,17 Jun 12:32:07,0:00:03
bqjob_r2e23959b5215f0d8_00000146a9991172_387,query,SUCCESS,17 Jun 12:32:00,0:00:04
bqjob_r3a571594db07dff5_00000146a998f770_386,query,SUCCESS,17 Jun 12:31:53,0:00:03
bqjob_r7260c6065437248f_00000146a9982705_385,query,SUCCESS,17 Jun 12:31:00,0:00:38
bqjob_r1cc66168a8590ec5_00000146a997fca7_384,query,SUCCESS,17 Jun 12:30:49,0:00:08
bqjob_r4e10f10a980e0250_00000146a9979bf9_383,query,SUCCESS,17 Jun 12:30:30,0:00:14
bqjob_r729ce2f2c2e0b1e9_00000146a9974876_382,query,SUCCESS,17 Jun 12:30:03,0:00:18
bqjob_r65449a0e79ee987e_00000146a9972780_381,query,SUCCESS,17 Jun 12:29:54,0:00:07
bqjob_r7449a4bada04a944_00000146a997026c_380,query,SUCCESS,17 Jun 12:29:45,0:00:06
bqjob_r3c044b2c84f33faa_00000146a996dc67_379,query,SUCCESS,17 Jun 12:29:35,0:00:07
bqjob_r57827d37dbbf7a36_00000146a996a3d5_378,query,SUCCESS,17 Jun 12:29:20,0:00:12
bqjob_r2bbcc0921d5568b0_00000146a9967fd0_377,query,SUCCESS,17 Jun 12:29:11,0:00:08
bqjob_r7920dd85d5e602d3_00000146a9965b7c_376,query,SUCCESS,17 Jun 12:29:02,0:00:07
bqjob_r5ab9c09133440e8c_00000146a99633e4_375,query,SUCCESS,17 Jun 12:28:52,0:00:07
bqjob_r66aedd5da0cbc7d4_00000146a995f3de_374,query,SUCCESS,17 Jun 12:28:35,0:00:14
bqjob_r38f123de8921c6ac_00000146a995d5a2_373,query,SUCCESS,17 Jun 12:28:28,0:00:05
bqjob_r6bd4d0a880e04f19_00000146a995b312_372,query,SUCCESS,17 Jun 12:28:19,0:00:06
bqjob_r4d43056bba3a46e_00000146a99590eb_371,query,SUCCESS,17 Jun 12:28:10,0:00:06
bqjob_r4ee92e9942c2155e_00000146a99564cf_370,query,SUCCESS,17 Jun 12:27:59,0:00:08
bqjob_r74ea5dc29338c5e9_00000146a9953f5a_369,query,SUCCESS,17 Jun 12:27:49,0:00:07
bqjob_r7c4520553e133ac8_00000146a9951262_368,query,SUCCESS,17 Jun 12:27:38,0:00:07
bqjob_r4d9d8c0602134314_00000146a994f320_367,query,SUCCESS,17 Jun 12:27:30,0:00:05
bqjob_r73293f89bb2e82fd_00000146a994d01e_366,query,SUCCESS,17 Jun 12:27:21,0:00:06
bqjob_r7a6fb65d796f8853_00000146a994ad6e_365,query,SUCCESS,17 Jun 12:27:12,0:00:06
bqjob_r774f036401714061_00000146a9949222_364,query,SUCCESS,17 Jun 12:27:05,0:00:04
bqjob_r6e7ff5ea77abea54_00000146a9946ddf_363,query,SUCCESS,17 Jun 12:26:56,0:00:07
bqjob_r1893a5f0ed71bcaf_00000146a9943445_362,query,SUCCESS,17 Jun 12:26:41,0:00:11
bqjob_r1d4d46c9c52ab88f_00000146a99412b3_361,query,SUCCESS,17 Jun 12:26:32,0:00:07
bqjob_r23d0dfd6c341cb32_00000146a993f300_360,query,SUCCESS,17 Jun 12:26:25,0:00:06
bqjob_r4a133d08a7cbabbb_00000146a993d671_359,query,SUCCESS,17 Jun 12:26:17,0:00:05
bqjob_r713cea8898a07cf7_00000146a993ab33_358,query,SUCCESS,17 Jun 12:26:06,0:00:08
bqjob_r27941f387f6b49c5_00000146a992d100_357,query,SUCCESS,17 Jun 12:25:10,0:00:40
bqjob_r5b9811d0c4fe687e_00000146a991fc44_356,query,SUCCESS,17 Jun 12:24:15,0:00:50
bqjob_r1e8360ae3771d14c_00000146a991e6cc_355,query,SUCCESS,17 Jun 12:24:10,0:00:03
bqjob_r1a8d063c40b0cb96_00000146a991752a_354,query,SUCCESS,17 Jun 12:23:41,0:00:25
bqjob_r719e0dd289fa1528_00000146a9915d71_353,query,SUCCESS,17 Jun 12:23:35,0:00:02
bqjob_r6dc1e2f51ee6bdf6_00000146a990bd3f_352,query,SUCCESS,17 Jun 12:22:55,0:00:30
bqjob_r27e5356ff1216b1b_00000146a99093e5_351,query,SUCCESS,17 Jun 12:22:43,0:00:08
bqjob_r3360d3ed2ae9bc13_00000146a9906bdf_350,query,SUCCESS,17 Jun 12:22:33,0:00:07
bqjob_r38ab6e3742587648_00000146a9904567_349,query,SUCCESS,17 Jun 12:22:24,0:00:06
bqjob_r23d115a35627aec6_00000146a98fd509_348,query,SUCCESS,17 Jun 12:21:55,0:00:25
bqjob_r79e9aa729412b3df_00000146a98f6213_347,query,SUCCESS,17 Jun 12:21:25,0:00:25
bqjob_r3e9d6e9631c07934_00000146a98eefd6_346,query,SUCCESS,17 Jun 12:20:56,0:00:21
bqjob_r70e3442f13fa8c29_00000146a98e77a7_345,query,SUCCESS,17 Jun 12:20:25,0:00:25
bqjob_r42c033116298b0db_00000146a98e4f7e_344,query,SUCCESS,17 Jun 12:20:15,0:00:08
bqjob_r29d0f948a53117db_00000146a98e1d4d_343,query,SUCCESS,17 Jun 12:20:02,0:00:11
bqjob_r34111a66b630d1e_00000146a98e0963_342,query,SUCCESS,17 Jun 12:19:57,0:00:02
bqjob_r553bd52e7bdf78d5_00000146a98db3f6_341,query,SUCCESS,17 Jun 12:19:35,0:00:18
bqjob_r51658828d3d5a593_00000146a98d8736_340,query,SUCCESS,17 Jun 12:19:23,0:00:09
bqjob_r6712377e5141f42e_00000146a98d30ce_339,query,SUCCESS,17 Jun 12:19:01,0:00:17
bqjob_r3dee38a4026f10a8_00000146a98d20aa_338,query,SUCCESS,17 Jun 12:18:57,0:00:02
bqjob_r9002e5f9015b6b0_00000146a98ccdef_337,query,SUCCESS,17 Jun 12:18:36,0:00:17
bqjob_r329db029e057a0a0_00000146a98c5ec9_336,query,SUCCESS,17 Jun 12:18:08,0:00:26
bqjob_r18d2e9285f98a682_00000146a98be87e_335,query,SUCCESS,17 Jun 12:17:37,0:00:22
bqjob_r25098f511deb6eb9_00000146a98bd1fd_334,query,SUCCESS,17 Jun 12:17:31,0:00:03
bqjob_r5b8bf0c90f97e6d5_00000146a98b9e00_333,query,SUCCESS,17 Jun 12:17:18,0:00:11
bqjob_r55215acac2facc04_00000146a98b451b_332,query,SUCCESS,17 Jun 12:16:56,0:00:19
bqjob_r4d5682e1496aebf5_00000146a98b1ce8_331,query,SUCCESS,17 Jun 12:16:45,0:00:08
bqjob_r6e2cace947d03b00_00000146a98aff7f_330,query,SUCCESS,17 Jun 12:16:38,0:00:03
bqjob_r30e0d6d38e1f0666_00000146a98a2a44_329,query,SUCCESS,17 Jun 12:15:43,0:00:41
bqjob_r688bc9ba4105a9c3_00000146a98a1a69_328,query,SUCCESS,17 Jun 12:15:39,0:00:02
bqjob_r2e6ad20829188411_00000146a98a028c_327,query,SUCCESS,17 Jun 12:15:33,0:00:03
bqjob_rffd2a537cafb8f6_00000146a989e519_326,query,SUCCESS,17 Jun 12:15:25,0:00:05
bqjob_r5142db4203f4d1cb_00000146a98911ce_325,query,SUCCESS,17 Jun 12:14:32,0:00:50
bqjob_r21a68aa99b8f97d3_00000146a988bbf1_324,query,SUCCESS,17 Jun 12:14:09,0:00:16
bqjob_re30041f298604f1_00000146a988a4ae_323,query,SUCCESS,17 Jun 12:14:03,0:00:03
bqjob_rf69b98e1d684d84_00000146a9888507_322,query,SUCCESS,17 Jun 12:13:55,0:00:06
bqjob_r3ee801cc1d2d8c79_00000146a9885f13_321,query,SUCCESS,17 Jun 12:13:45,0:00:08
bqjob_r78ebb73dc69063d8_00000146a9883c7c_320,query,SUCCESS,17 Jun 12:13:37,0:00:06
bqjob_r30defe61c764e78c_00000146a98828e3_319,query,SUCCESS,17 Jun 12:13:31,0:00:03
bqjob_r32c6f13731e5f399_00000146a9878ac4_318,query,SUCCESS,17 Jun 12:12:51,0:00:37
bqjob_r34694557be160283_00000146a98772ed_317,query,SUCCESS,17 Jun 12:12:45,0:00:03
bqjob_r452dcd315d588bab_00000146a9875a4d_316,query,SUCCESS,17 Jun 12:12:39,0:00:02
bqjob_r1990fddb2496da9b_00000146a9873e1b_315,query,SUCCESS,17 Jun 12:12:31,0:00:05
bqjob_r33dea51c68553c3_00000146a986c944_314,query,SUCCESS,17 Jun 12:12:02,0:00:25
bqjob_r510ffb923b0eea62_00000146a986b42c_313,query,SUCCESS,17 Jun 12:11:56,0:00:03
bqjob_r4ed75a4a86b45c19_00000146a98678cf_312,query,SUCCESS,17 Jun 12:11:41,0:00:12
bqjob_r5bf2a68c5fcf6506_00000146a985d86e_311,query,SUCCESS,17 Jun 12:11:00,0:00:35
bqjob_r6d4210019216bd47_00000146a985b8ce_310,query,SUCCESS,17 Jun 12:10:52,0:00:04
bqjob_r7e262dfeb04391e6_00000146a9859091_309,query,SUCCESS,17 Jun 12:10:42,0:00:07
bqjob_r2e0e3970306bf90d_00000146a98513e6_308,query,SUCCESS,17 Jun 12:10:09,0:00:27
bqjob_r48d870ab3e7cf50_00000146a984fb82_307,query,SUCCESS,17 Jun 12:10:03,0:00:03
bqjob_r35d95485e655aa55_00000146a984c923_306,query,SUCCESS,17 Jun 12:09:50,0:00:11
bqjob_r29ae5ac675423566_00000146a9849969_305,query,SUCCESS,17 Jun 12:09:38,0:00:10
bqjob_r506e262d8d4177b7_00000146a9846f55_304,query,SUCCESS,17 Jun 12:09:28,0:00:07
bqjob_r267a154e053f63fc_00000146a983c7b8_303,query,SUCCESS,17 Jun 12:08:45,0:00:30
bqjob_r23334cdfe06df297_00000146a983538d_302,query,SUCCESS,17 Jun 12:08:15,0:00:20
bqjob_r6782b9d7bb7b80fa_00000146a9833caf_301,query,SUCCESS,17 Jun 12:08:09,0:00:03
bqjob_r45b4bc3aca7ac9ee_00000146a982caac_300,query,SUCCESS,17 Jun 12:07:40,0:00:20
bqjob_r6cc92da71b1fb4ee_00000146a982a709_299,query,SUCCESS,17 Jun 12:07:31,0:00:06
bqjob_r431b2acc5e3e77c8_00000146a9828ffa_298,query,SUCCESS,17 Jun 12:07:25,0:00:02
bqjob_r3431a59931f207a4_00000146a982679e_297,query,SUCCESS,17 Jun 12:07:15,0:00:02
bqjob_r2748f80880b0b935_00000146a9825166_296,query,SUCCESS,17 Jun 12:07:09,0:00:03
bqjob_r4e59fd68d9415418_00000146a9823d49_295,query,SUCCESS,17 Jun 12:07:04,0:00:02
bqjob_r4168b749eb4a534_00000146a981ec52_294,query,SUCCESS,17 Jun 12:06:43,0:00:16
bqjob_r73a371a7f9121269_00000146a981d4a6_293,query,SUCCESS,17 Jun 12:06:37,0:00:03
bqjob_r6a597836aabb07b8_00000146a981bfb9_292,query,SUCCESS,17 Jun 12:06:31,0:00:04
bqjob_r40643d2f1c61f11f_00000146a981aa13_291,query,SUCCESS,17 Jun 12:06:26,0:00:03
bqjob_r6cce236bd34c119c_00000146a98167d9_290,query,SUCCESS,17 Jun 12:06:10,0:00:12
bqjob_r2ef8a5f079784b46_00000146a98143ba_289,query,SUCCESS,17 Jun 12:06:00,0:00:06
bqjob_r5c0b73a22afc1fc6_00000146a9812113_288,query,SUCCESS,17 Jun 12:05:51,0:00:06
bqjob_r7a548bf74cbed55e_00000146a980ff80_287,query,SUCCESS,17 Jun 12:05:43,0:00:05
bqjob_r12ee341c3328f30f_00000146a980e3f0_286,query,SUCCESS,17 Jun 12:05:35,0:00:05
bqjob_r3fb36bfd11166697_00000146a98063b3_285,query,SUCCESS,17 Jun 12:05:03,0:00:26
bqjob_r4c99b974898771f0_00000146a9804cda_284,query,SUCCESS,17 Jun 12:04:56,0:00:03
bqjob_r39ae703cd347e09e_00000146a98036b1_283,query,SUCCESS,17 Jun 12:04:51,0:00:03
bqjob_r594d76a700339492_00000146a9801c60_282,query,SUCCESS,17 Jun 12:04:44,0:00:04
bqjob_r341b5798a005b7b7_00000146a97fa174_281,query,SUCCESS,17 Jun 12:04:13,0:00:24
bqjob_r62683f950058bdfd_00000146a97f8fd9_280,query,SUCCESS,17 Jun 12:04:08,0:00:03
bqjob_r1bb75ec82a749c85_00000146a97f2392_279,query,SUCCESS,17 Jun 12:03:41,0:00:20
bqjob_ra58eef965beffc9_00000146a97ef811_278,query,SUCCESS,17 Jun 12:03:29,0:00:03
bqjob_r453ddd303d6646fa_00000146a97eb892_277,query,SUCCESS,17 Jun 12:03:13,0:00:11
bqjob_r4b3e8c8089fa187e_00000146a97e46ce_276,query,SUCCESS,17 Jun 12:02:44,0:00:24
bqjob_r787bae20e283f66_00000146a97e136a_275,query,SUCCESS,17 Jun 12:02:31,0:00:10
bqjob_r35b89b934ddd94ff_00000146a97e0079_274,query,SUCCESS,17 Jun 12:02:26,0:00:02
bqjob_r3d6d225943444e3d_00000146a97dee02_273,query,SUCCESS,17 Jun 12:02:21,0:00:03
bqjob_r3656fc17f5a9b41a_00000146a97d47a9_272,query,SUCCESS,17 Jun 12:01:39,0:00:34
bqjob_r53d4ea1a86929b55_00000146a97ccd51_271,query,SUCCESS,17 Jun 12:01:08,0:00:26
bqjob_r705de9276306df57_00000146a97cb6b6_270,query,SUCCESS,17 Jun 12:01:01,0:00:03
bqjob_r2bb4ef0f7f8af354_00000146a97c4566_269,query,SUCCESS,17 Jun 12:00:32,0:00:25
bqjob_r38fd363fbf542cf6_00000146a97ba34f_268,query,SUCCESS,17 Jun 11:59:51,0:00:28
bqjob_r1bdbba393d5ea8b4_00000146a97b9e46_267,query,SUCCESS,17 Jun 11:59:50,0:00:00
bqjob_r27e610cb82ffbc72_00000146a97b9398_266,query,SUCCESS,17 Jun 11:59:48,0:00:00
bqjob_r5787964182369571_00000146a97b8b7b_265,query,SUCCESS,17 Jun 11:59:45,0:00:00
bqjob_r3a5f6e59ed9525f1_00000146a97b80ee_264,query,SUCCESS,17 Jun 11:59:43,0:00:00
bqjob_r7253d9fed6ae2ca9_00000146a97b7793_263,query,SUCCESS,17 Jun 11:59:39,0:00:01
bqjob_r2d42da6e3baa14dc_00000146a97b7210_262,query,SUCCESS,17 Jun 11:59:38,0:00:00
bqjob_r3818fd43cb394fa8_00000146a97b6ab0_261,query,SUCCESS,17 Jun 11:59:37,0:00:00
bqjob_r2cf9f7acf70d40cf_00000146a97b5e15_260,query,SUCCESS,17 Jun 11:59:34,0:00:00
bqjob_r34d158e58ce5667a_00000146a97b56e2_259,query,SUCCESS,17 Jun 11:59:32,0:00:00
bqjob_r69b9030037ac3e93_00000146a97b4ae2_258,query,SUCCESS,17 Jun 11:59:29,0:00:00
bqjob_r1ed2add920b90b21_00000146a97a1940_257,query,SUCCESS,17 Jun 11:58:10,0:00:23
bqjob_r3c88eb20e88f98f8_00000146a97a0f32_256,query,SUCCESS,17 Jun 11:58:08,0:00:00
bqjob_r180cc0681e0b242d_00000146a979de02_255,query,SUCCESS,17 Jun 11:57:55,0:00:08
bqjob_r55c872b30887d572_00000146a979b14f_254,query,SUCCESS,17 Jun 11:57:44,0:00:08
bqjob_r7f89d7c980f25ada_00000146a97968da_253,query,SUCCESS,17 Jun 11:57:26,0:00:13
bqjob_r52e9103238cf5fc8_00000146a9793a41_252,query,SUCCESS,17 Jun 11:57:13,0:00:10
bqjob_r56ff425a3aa48fea_00000146a9790bb7_251,query,SUCCESS,17 Jun 11:57:02,0:00:07
bqjob_r3cebebd75ef4fcb4_00000146a978da9f_250,query,SUCCESS,17 Jun 11:56:49,0:00:10
bqjob_r758d8760ea5dc3a6_00000146a978a5ac_249,query,SUCCESS,17 Jun 11:56:35,0:00:10
bqjob_r5cf9a32e28c8dc6a_00000146a9789e07_248,query,SUCCESS,17 Jun 11:56:33,0:00:00
job_OQVHD5lYdl08EpSuy0pDxshL7Fk,query,SUCCESS,17 Jun 11:55:12,0:00:08
bqjob_r5e451facacaf4b03_00000146a976e695_246,query,SUCCESS,17 Jun 11:54:40,0:00:00
bqjob_r7026ecd4823830ef_00000146a976dd36_245,query,SUCCESS,17 Jun 11:54:38,0:00:00
bqjob_r1e38ff5fa0c8d67b_00000146a976d55c_244,query,SUCCESS,17 Jun 11:54:36,0:00:00
bqjob_r39f9979ab8005ed0_00000146a976cb82_243,query,SUCCESS,17 Jun 11:54:33,0:00:00
bqjob_r30cf23cf3afdb12e_00000146a976bec3_242,query,SUCCESS,17 Jun 11:54:31,0:00:00
bqjob_rc6e031d05ec8b33_00000146a976b6ca_241,query,SUCCESS,17 Jun 11:54:28,0:00:00
bqjob_r336d35d25f4093e3_00000146a976acdb_240,query,SUCCESS,17 Jun 11:54:26,0:00:00
bqjob_r68bd8db8a636cc7b_00000146a976a196_239,query,SUCCESS,17 Jun 11:54:23,0:00:00
bqjob_r6f6f3ddb0ecdb880_00000146a9769ac3_238,query,SUCCESS,17 Jun 11:54:21,0:00:00
bqjob_rd68cfad0b7968ff_00000146a975e1ba_237,query,SUCCESS,17 Jun 11:53:34,0:00:00
bqjob_r2b4b483eee32cee4_00000146a974dc66_235,query,SUCCESS,17 Jun 11:52:27,0:00:00
bqjob_r5a227c3f4decb692_00000146a973bc72_234,query,SUCCESS,17 Jun 11:51:13,0:00:00
bqjob_r5f718ce43dc22ef6_00000146a973b38e_233,query,SUCCESS,17 Jun 11:51:11,0:00:00
bqjob_r6ef5199bbe4bb26_00000146a973a967_232,query,SUCCESS,17 Jun 11:51:09,0:00:00
bqjob_rba145cccbf20add_00000146a9739f7d_231,query,SUCCESS,17 Jun 11:51:06,0:00:00
bqjob_r5af6dbe269c124dc_00000146a9739580_230,query,SUCCESS,17 Jun 11:51:03,0:00:00
bqjob_r6d6d59698e57178a_00000146a9738af0_229,query,SUCCESS,17 Jun 11:51:01,0:00:00
bqjob_r30f0eda16318b884_00000146a973842d_228,query,SUCCESS,17 Jun 11:50:58,0:00:00
