repository_url,repository_name,created_at
https://github.com/hadley/ggplot2,ggplot2,2012-03-13 12:18:57
https://github.com/hadley/ggplot2,ggplot2,2012-03-14 20:30:11
https://github.com/hadley/ggplot2,ggplot2,2012-03-26 15:01:50
https://github.com/hadley/ggplot2,ggplot2,2012-03-27 07:27:03
https://github.com/hadley/ggplot2,ggplot2,2012-03-28 08:30:31
https://github.com/hadley/ggplot2,ggplot2,2012-03-30 12:26:32
https://github.com/hadley/ggplot2,ggplot2,2012-04-02 20:26:59
https://github.com/djmurphy420/ggplot2-transition-guide,ggplot2-transition-guide,2012-04-04 21:32:14
https://github.com/hadley/ggplot2,ggplot2,2012-04-06 01:11:59
https://github.com/hadley/ggplot2,ggplot2,2012-04-09 18:25:25
https://github.com/djmurphy420/ggplot2-transition-guide,ggplot2-transition-guide,2012-04-13 10:06:09
https://github.com/hadley/ggplot2,ggplot2,2012-04-16 14:48:52
https://github.com/hadley/ggplot2,ggplot2,2012-04-17 18:09:20
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-04-17 20:35:30
https://github.com/hadley/ggplot2,ggplot2,2012-04-20 10:09:09
https://github.com/hadley/ggplot2,ggplot2,2012-04-29 08:55:41
https://github.com/hadley/ggplot2,ggplot2,2012-04-29 09:07:59
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-05-08 01:43:07
https://github.com/hadley/ggplot2,ggplot2,2012-05-11 20:54:38
https://github.com/hadley/ggplot2,ggplot2,2012-05-14 21:11:25
https://github.com/hadley/ggplot2,ggplot2,2012-05-16 19:26:10
https://github.com/hadley/ggplot2,ggplot2,2012-05-28 03:23:32
https://github.com/hadley/ggplot2,ggplot2,2012-06-03 14:14:21
https://github.com/hadley/ggplot2,ggplot2,2012-06-03 20:16:04
https://github.com/hadley/ggplot2,ggplot2,2012-06-19 04:36:26
https://github.com/hadley/ggplot2,ggplot2,2012-06-21 08:26:16
https://github.com/hadley/ggplot2,ggplot2,2012-06-26 04:28:48
https://github.com/hadley/ggplot2,ggplot2,2012-07-02 22:26:57
https://github.com/hadley/ggplot2,ggplot2,2012-07-04 08:48:27
https://github.com/hadley/ggplot2,ggplot2,2012-07-05 15:45:32
https://github.com/hadley/ggplot2,ggplot2,2012-07-09 17:48:30
https://github.com/hadley/ggplot2,ggplot2,2012-07-12 02:31:19
https://github.com/hadley/ggplot2,ggplot2,2012-07-12 12:37:34
https://github.com/hadley/ggplot2,ggplot2,2012-07-13 13:47:35
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-07-17 12:45:42
https://github.com/hadley/ggplot2,ggplot2,2012-07-19 09:21:47
https://github.com/hadley/ggplot2,ggplot2,2012-07-22 14:54:27
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-07-22 15:01:15
https://github.com/hadley/ggplot2,ggplot2,2012-07-27 15:05:45
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-08-01 17:39:59
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-08-04 10:34:28
https://github.com/hadley/ggplot2,ggplot2,2012-08-14 13:55:19
https://github.com/hadley/ggplot2,ggplot2,2012-08-16 00:21:32
https://github.com/hadley/ggplot2,ggplot2,2012-08-16 02:14:23
https://github.com/hadley/ggplot2,ggplot2,2012-08-21 16:29:15
https://github.com/hadley/ggplot2,ggplot2,2012-09-03 18:59:56
https://github.com/hadley/ggplot2,ggplot2,2012-09-04 13:13:18
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-09-09 16:51:08
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-09-09 17:00:06
https://github.com/hadley/ggplot2,ggplot2,2012-09-09 17:43:20
https://github.com/hadley/ggplot2,ggplot2,2012-09-19 20:55:10
https://github.com/hadley/ggplot2,ggplot2,2012-09-22 22:08:42
https://github.com/djmurphy420/ggplot2-transition-guide,ggplot2-transition-guide,2012-09-22 23:47:34
https://github.com/hadley/ggplot2,ggplot2,2012-10-06 18:45:10
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-10-07 21:56:28
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-10-08 03:33:59
https://github.com/hadley/ggplot2,ggplot2,2012-10-10 15:30:06
https://github.com/hadley/ggplot2,ggplot2,2012-10-11 08:00:34
https://github.com/cosname/ggplot2-translation,ggplot2-translation,2012-10-21 03:17:20
https://github.com/hadley/ggplot2,ggplot2,2012-10-29 22:12:26
https://github.com/hadley/ggplot2,ggplot2,2012-10-30 14:17:19
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-11-01 01:18:07
https://github.com/hadley/ggplot2,ggplot2,2012-11-03 12:52:36
https://github.com/hadley/ggplot2,ggplot2,2012-11-08 21:56:16
https://github.com/hadley/ggplot2,ggplot2,2012-11-12 03:55:09
https://github.com/hadley/ggplot2,ggplot2,2012-11-13 13:14:34
https://github.com/hadley/ggplot2,ggplot2,2012-11-16 09:03:19
https://github.com/hadley/ggplot2,ggplot2,2012-11-18 23:54:41
https://github.com/hadley/ggplot2,ggplot2,2012-11-25 14:02:51
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2012-11-25 14:03:01
https://github.com/hadley/ggplot2,ggplot2,2012-11-26 19:12:47
https://github.com/hadley/ggplot2,ggplot2,2012-11-29 00:06:16
https://github.com/hadley/ggplot2,ggplot2,2012-12-03 12:00:03
https://github.com/hadley/ggplot2,ggplot2,2012-12-11 00:56:19
https://github.com/hadley/ggplot2,ggplot2,2012-12-16 17:07:55
https://github.com/hadley/ggplot2,ggplot2,2012-12-16 21:01:43
https://github.com/hadley/ggplot2,ggplot2,2012-12-20 11:33:12
https://github.com/hadley/ggplot2,ggplot2,2012-12-28 05:15:02
https://github.com/djmurphy420/ggplot2-transition-guide,ggplot2-transition-guide,2013-01-01 22:24:03
https://github.com/hadley/ggplot2,ggplot2,2013-01-07 06:48:16
https://github.com/hadley/ggplot2,ggplot2,2013-01-14 13:28:02
https://github.com/hadley/ggplot2,ggplot2,2013-01-20 15:29:37
https://github.com/hadley/ggplot2,ggplot2,2013-01-22 13:23:52
https://github.com/hadley/ggplot2,ggplot2,2013-01-23 21:15:50
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2013-01-27 16:45:25
https://github.com/hadley/ggplot2,ggplot2,2013-01-29 03:32:34
https://github.com/hadley/ggplot2,ggplot2,2013-02-05 04:54:26
https://github.com/hadley/ggplot2,ggplot2,2013-02-06 10:14:03
https://github.com/raffdoc/ggplot2-transition-guide,ggplot2-transition-guide,2013-02-09 11:38:53
https://github.com/hadley/ggplot2,ggplot2,2013-02-13 03:19:46
https://github.com/hadley/ggplot2,ggplot2,2013-02-13 14:54:42
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2013-02-18 11:44:40
https://github.com/Robinlovelace/ggplot2-tutorial,ggplot2-tutorial,2013-02-18 12:44:27
https://github.com/hadley/ggplot2,ggplot2,2013-02-18 20:45:56
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2013-02-23 16:05:12
https://github.com/hadley/ggplot2,ggplot2,2013-02-26 00:28:42
https://github.com/hadley/ggplot2,ggplot2,2013-03-01 01:12:41
https://github.com/hadley/ggplot2,ggplot2,2013-03-01 04:37:54
https://github.com/hadley/ggplot2,ggplot2,2013-03-06 09:48:16
https://github.com/hadley/ggplot2,ggplot2,2013-03-08 22:05:45
https://github.com/hadley/ggplot2,ggplot2,2013-03-10 21:28:18
https://github.com/hadley/ggplot2,ggplot2,2013-03-16 17:09:25
https://github.com/hadley/ggplot2,ggplot2,2013-03-17 10:58:34
https://github.com/hadley/ggplot2,ggplot2,2013-03-19 01:07:16
