repository_organization,Unnamed: 0,Repos,ReposWhichAreForks,PushEvents,Pushers,FirstPush,LastPush,PushDurationDays,repository_homepages,repository_owners,repository_languages,WatchEvents,ForkEvents,IssuesEvents,IssueCommentEvents,DownloadEvents,PullRequestsClosed,PullRequestsMerged,SO_repos_linked_to,SO_posts_linking_to_orgs_repos,SO_answers_linking_to_orgs_repos,org_created,TempTable,blog,FirstEvent,EarlyEvents,MinsTo20Events,First20_Creates,First20_Forks,First20_Pushes,First20_WatchEvents,First20_IssueEvents,First20_PullRequests,First20_DistinctRepos,First20_OtherEvents,Event20Time,type
,12412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beblog,beblog,4.0,1.0,11.0,1.0,1368112795.0,1374322799.0,72.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-00 00:00:00,2.0,http://beblog.fr,,18.0,103519.82,7.0,0.0,11.0,0.0,0.0,0.0,4.0,7.0,2013-07-20 12:19:59,1.0
bedrest,bedrest,6.0,0.0,336.0,1.0,1342751376.0,1371434013.0,332.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-07-01 00:00:00,5.0,,,15.0,48571.92,2.0,0.0,12.0,1.0,0.0,0.0,2.0,2.0,2012-08-25 10:42:01,1.0
bgcom,bgcom,6.0,1.0,16.0,3.0,1350389923.0,1382640409.0,374.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-10-00 00:00:00,4.0,http://www.bgcom.ch,,12.0,24586.85,4.0,0.0,6.0,2.0,0.0,0.0,2.0,4.0,2012-10-25 13:09:38,3.0
bigemployee,bigemployee,3.0,0.0,19.0,2.0,1350690167.0,1383807899.0,384.0,0.0,1.0,2.0,22.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012-09-00 00:00:00,4.0,http://bigemployee.com,,9.0,68420.8,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,2012-12-06 11:03:35,3.0
biggrid,biggrid,1.0,1.0,10.0,2.0,1350556570.0,1356018377.0,64.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-01 00:00:00,0.0,http://www.biggrid.nl/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
bitdeli,bitdeli,40.0,11.0,254.0,2.0,1352009619.0,1370588141.0,216.0,3.0,1.0,2.0,44.0,84.0,1.0,1.0,0.0,17.0,17.0,1.0,1.0,1.0,2011-10-01 00:00:00,0.0,bitdeli.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
blandroid,blandroid,142.0,0.0,441.0,1.0,1334026519.0,1336508428.0,29.0,2.0,1.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
blueprintagencies2,blueprintagencies2,5.0,0.0,67.0,2.0,1361806477.0,1383831645.0,255.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
bluevox,bluevox,2.0,3.0,4.0,1.0,1362707431.0,1370489101.0,91.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-02 00:00:00,5.0,www.bluevox.com.br,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
bolt,bolt,6.0,3.0,721.0,6.0,1364114928.0,1385385389.0,247.0,3.0,1.0,1.0,95.0,54.0,200.0,456.0,0.0,73.0,155.0,0.0,0.0,0.0,2013-03-01 00:00:00,3.0,http://bolt.cm,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
bowstreet,bowstreet,6.0,2.0,23.0,3.0,1357307718.0,1385112391.0,322.0,2.0,1.0,4.0,5.0,2.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2012-07-01 00:00:00,5.0,http://bowstreet.de,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
braincrafted,braincrafted,21.0,0.0,592.0,1.0,1344034883.0,1385302454.0,478.0,3.0,1.0,3.0,124.0,77.0,74.0,112.0,0.0,22.0,42.0,2.0,2.0,1.0,2012-07-02 00:00:00,5.0,http://braincrafted.com,,6.0,3187.02,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2012-07-23 18:21:27,2.0
bravenet,bravenet,2.0,0.0,10.0,1.0,1352420510.0,1362679935.0,119.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-01 00:00:00,0.0,http://bravenet.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
brbl-yale,brbl-yale,2.0,0.0,28.0,1.0,1346256171.0,1351281733.0,59.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-08-01 00:00:00,5.0,http://library.yale.edu/beinecke,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
broadcomCM,broadcomCM,18.0,8.0,363.0,6.0,1357213981.0,1380383026.0,269.0,2.0,1.0,4.0,11.0,33.0,14.0,52.0,0.0,20.0,11.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
buschmais,buschmais,9.0,1.0,329.0,7.0,1343984529.0,1384878165.0,474.0,1.0,1.0,3.0,8.0,9.0,4.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,2011-07-01 00:00:00,0.0,http://www.buschmais.de,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
buysellads,buysellads,3.0,0.0,28.0,3.0,1335025361.0,1380346742.0,525.0,1.0,1.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-09-02 00:00:00,0.0,http://buysellads.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
callback,callback,2.0,0.0,6.0,2.0,1332784849.0,1334170655.0,17.0,2.0,1.0,2.0,363.0,51.0,15.0,27.0,3.0,15.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
calpath,calpath,18.0,4.0,1944.0,12.0,1332279621.0,1385167968.0,613.0,1.0,1.0,7.0,13.0,67.0,88.0,122.0,0.0,129.0,164.0,0.0,0.0,0.0,2012-03-00 00:00:00,0.0,http://www.path.berkeley.edu/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
cdominguez-team,cdominguez-team,1.0,0.0,116.0,2.0,1372393054.0,1384654397.0,142.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
challama,challama,1.0,0.0,3.0,1.0,1369756147.0,1373396939.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
chipkit,chipkit,2.0,0.0,111.0,4.0,1333567864.0,1339304688.0,67.0,2.0,1.0,1.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
churchdeploy,churchdeploy,3.0,0.0,306.0,4.0,1349454431.0,1385144631.0,414.0,2.0,1.0,3.0,6.0,14.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
ciandtmobilestudio,ciandtmobilestudio,2.0,1.0,60.0,3.0,1381425935.0,1383753686.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2012-04-01 00:00:00,0.0,www.ciandt.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
citusdata,citusdata,5.0,0.0,13.0,4.0,1350456766.0,1384761392.0,398.0,0.0,1.0,2.0,107.0,17.0,3.0,15.0,0.0,4.0,4.0,1.0,2.0,2.0,2012-10-01 00:00:00,4.0,citusdata.com,,20.0,860.15,1.0,0.0,3.0,15.0,0.0,0.0,1.0,1.0,2012-10-17 20:55:49,3.0
cm-msm8660,cm-msm8660,5.0,9.0,160.0,2.0,1368384908.0,1377129889.0,102.0,2.0,2.0,3.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
code-academy,code-academy,2.0,0.0,42.0,2.0,1332037789.0,1333931354.0,22.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
codeeu,codeeu,1.0,0.0,140.0,5.0,1377787791.0,1385382665.0,88.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,2013-08-02 00:00:00,1.0,http://codeweek.eu,,20.0,61622.37,2.0,0.0,16.0,1.0,0.0,0.0,1.0,2.0,2013-10-11 09:38:49,3.0
codefodder,codefodder,1.0,0.0,20.0,1.0,1358052791.0,1362469158.0,52.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
coderwall-honeybadger,coderwall-honeybadger,1.0,0.0,3.0,1.0,1355971103.0,1364574772.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
codigojade,codigojade,1.0,0.0,8.0,1.0,1363077579.0,1363652746.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
codingwell,codingwell,4.0,2.0,33.0,1.0,1349593598.0,1376373820.0,310.0,1.0,1.0,2.0,13.0,6.0,15.0,33.0,0.0,2.0,1.0,1.0,2.0,2.0,2012-09-02 00:00:00,4.0,https://codingwell.net,,17.0,70465.97,2.0,1.0,15.0,0.0,0.0,0.0,2.0,2.0,2012-12-10 00:59:13,1.0
codream,codream,2.0,0.0,21.0,2.0,1383208687.0,1385371755.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
composition,composition,1.0,0.0,18.0,1.0,1346049561.0,1347106567.0,13.0,0.0,1.0,1.0,45.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
crowd-coordination,crowd-coordination,1.0,1.0,5.0,2.0,1382644797.0,1383774316.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
crowdtask,crowdtask,1.0,1.0,19.0,1.0,1368757158.0,1383024665.0,166.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
csumb-cst251,csumb-cst251,2.0,0.0,81.0,1.0,1349328666.0,1363186883.0,161.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
cymait,cymait,3.0,1.0,9.0,2.0,1333294701.0,1378493782.0,524.0,1.0,1.0,2.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
datafiniti,datafiniti,8.0,1.0,62.0,2.0,1358981349.0,1384796004.0,299.0,1.0,1.0,4.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-00 00:00:00,5.0,https://www.datafiniti.net,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
dbgroup-at-ucsc,dbgroup-at-ucsc,1.0,0.0,45.0,1.0,1367027834.0,1384752907.0,206.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
dcuolfg,dcuolfg,1.0,0.0,6.0,1.0,1359207734.0,1364221535.0,59.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
de-tu-berlin-tfs,de-tu-berlin-tfs,1.0,2.0,169.0,3.0,1358419991.0,1370940266.0,145.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
degeneratedlabs,degeneratedlabs,5.0,4.0,40.0,1.0,1335642018.0,1349487909.0,161.0,3.0,1.0,3.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
deisseroth-lab,deisseroth-lab,1.0,0.0,4.0,1.0,1370395999.0,1376957479.0,76.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
deployrb,deployrb,1.0,0.0,39.0,2.0,1331463615.0,1358269993.0,311.0,1.0,1.0,1.0,19.0,9.0,21.0,34.0,0.0,2.0,2.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
devcomp,devcomp,2.0,0.0,23.0,1.0,1333754064.0,1375518045.0,484.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-09-01 00:00:00,0.0,http://developercompanion.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
devmiles,devmiles,2.0,1.0,13.0,1.0,1341495008.0,1370071005.0,331.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-07-00 00:00:00,5.0,http://www.devmiles.com,,5.0,5533.18,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2012-07-09 09:37:26,3.0
devontech,devontech,10.0,10.0,76.0,3.0,1377066724.0,1384793888.0,90.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009-06-02 00:00:00,0.0,www.devontechnologies.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
devws,devws,1.0,0.0,14.0,2.0,1366187648.0,1368648936.0,29.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
dhudaddy,dhudaddy,4.0,0.0,13.0,2.0,1382977914.0,1385371611.0,28.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
dial800,dial800,7.0,1.0,318.0,4.0,1331571730.0,1360267711.0,333.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-02 00:00:00,0.0,www.dial800.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
dirtrally,dirtrally,1.0,0.0,11.0,1.0,1345200393.0,1365522628.0,236.0,1.0,1.0,0.0,2.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-05-02 00:00:00,5.0,www.dirtrally.net,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
dkrhSeniorProject,dkrhSeniorProject,1.0,0.0,16.0,2.0,1364836887.0,1365782437.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
dq10-11IV,dq10-11IV,4.0,2.0,113.0,3.0,1379673193.0,1382582068.0,34.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-01 00:00:00,1.0,,,20.0,11547.78,3.0,1.0,17.0,0.0,0.0,0.0,3.0,3.0,2013-09-25 03:00:46,1.0
drivy,drivy,3.0,5.0,5.0,2.0,1376494810.0,1384774145.0,96.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-02 00:00:00,5.0,http://www.drivy.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
droptype,droptype,15.0,8.0,122.0,3.0,1336513656.0,1380748865.0,512.0,10.0,1.0,4.0,28.0,3.0,32.0,10.0,0.0,3.0,2.0,0.0,0.0,0.0,2012-01-02 00:00:00,0.0,http://droptype.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
drupalchina,drupalchina,3.0,0.0,74.0,3.0,1365550574.0,1373908870.0,97.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
duke-libraries,duke-libraries,6.0,0.0,865.0,4.0,1350587431.0,1385158194.0,401.0,1.0,1.0,4.0,5.0,1.0,397.0,66.0,0.0,0.0,84.0,0.0,0.0,0.0,2012-10-01 00:00:00,4.0,http://library.duke.edu/,,21.0,1737.73,2.0,0.0,5.0,1.0,12.0,0.0,1.0,2.0,2012-10-19 19:58:09,3.0
dustmap,dustmap,4.0,0.0,21.0,2.0,1370699889.0,1377471993.0,79.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-00 00:00:00,2.0,http://www.dustmap.org/,,20.0,70853.28,5.0,0.0,15.0,0.0,0.0,0.0,3.0,5.0,2013-07-27 18:32:58,2.0
eastbaydev,eastbaydev,7.0,0.0,231.0,2.0,1335818597.0,1343436501.0,89.0,1.0,1.0,2.0,1.0,0.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-04-03 00:00:00,5.0,eastbaywebshop.com,,20.0,31414.48,7.0,0.0,11.0,0.0,2.0,0.0,4.0,7.0,2012-05-22 15:53:57,3.0
ecloud,ecloud,1.0,0.0,96.0,1.0,1345771043.0,1383708060.0,440.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
eggforsale,eggforsale,5.0,0.0,47.0,1.0,1371037605.0,1378738543.0,90.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-00 00:00:00,2.0,http://eggforsale.com,,20.0,22837.23,4.0,0.0,15.0,1.0,0.0,0.0,3.0,4.0,2013-06-24 18:57:00,3.0
eligotech,eligotech,5.0,1.0,42.0,3.0,1340034234.0,1381910778.0,485.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2012-02-02 00:00:00,0.0,www.eligotech.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
emcconsulting,emcconsulting,4.0,3.0,12.0,2.0,1353961698.0,1381814605.0,323.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-01 00:00:00,0.0,http://emc.com/consulting,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
enb-make,enb-make,7.0,0.0,257.0,5.0,1368634620.0,1385391307.0,194.0,1.0,1.0,1.0,18.0,6.0,14.0,12.0,0.0,5.0,44.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
enricheers,enricheers,5.0,3.0,46.0,2.0,1381499927.0,1384446255.0,35.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
eol-globi,eol-globi,1.0,0.0,21.0,2.0,1382031289.0,1384974211.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
equipote,equipote,3.0,2.0,25.0,2.0,1372159959.0,1375736029.0,42.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-01 00:00:00,2.0,https://red.democraciarealya.es/pg/groups/192252/equipo-te/,,3.0,11572.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2013-06-25 11:37:51,3.0
ese-unibe-ch,ese-unibe-ch,18.0,0.0,4296.0,75.0,1347962502.0,1385394852.0,434.0,0.0,1.0,4.0,23.0,13.0,1234.0,688.0,0.0,7.0,132.0,0.0,0.0,0.0,2010-09-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
euromoney-delphi,euromoney-delphi,3.0,3.0,7.0,3.0,1360587129.0,1379417518.0,218.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
eventick,eventick,5.0,4.0,156.0,5.0,1334673770.0,1379631718.0,521.0,1.0,1.0,2.0,18.0,8.0,7.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,2011-11-02 00:00:00,0.0,http://blog.eventick.com.br,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
exmo,exmo,20.0,2.0,471.0,4.0,1340202347.0,1384261936.0,510.0,1.0,1.0,6.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-01 00:00:00,5.0,,,20.0,7579.38,4.0,0.0,16.0,0.0,0.0,0.0,3.0,4.0,2012-06-25 19:57:50,2.0
express42,express42,6.0,4.0,116.0,4.0,1337647469.0,1385390883.0,553.0,1.0,1.0,3.0,19.0,7.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2012-04-00 00:00:00,0.0,http://express42.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
expressodev,expressodev,11.0,0.0,266.0,2.0,1332311838.0,1383046845.0,588.0,4.0,1.0,1.0,313.0,121.0,128.0,195.0,0.0,34.0,23.0,3.0,5.0,3.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
eyeqmc-study,eyeqmc-study,1.0,0.0,11.0,2.0,1359130463.0,1368582113.0,110.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-01-02 00:00:00,3.0,http://www.eyeq.co.kr,,20.0,26870.55,2.0,0.0,10.0,1.0,3.0,0.0,1.0,2.0,2013-02-13 07:13:56,3.0
fanscribed,fanscribed,1.0,1.0,64.0,1.0,1331575744.0,1369439137.0,439.0,1.0,1.0,1.0,28.0,2.0,49.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
