Geographic information system	    GML 	 Adobe Font Metrics
Geographic information system	    GPX 	 Font Description resource 
Geographic information system	    MXD 	 FontForge spline font database Font
Geographic information system	    OV2 - TomTom POI overlay file	 Server Normal Format
Geographic information system	    SHP 	 TheDraw Font
Geographic information system	    TAB 	 TeX font metric
Geographic information system	    World TIFF 	 TrueType Font
Geographic information system	    DTED 	 Web Open Font Format
Geographic information system	    KML 	
		
Graphical information organizers	    3DT 	 ESRI ArcView 3.3 and earlier project file
Graphical information organizers	    ATY 	 USGS DEM file format
Graphical information organizers	    CAG 	 ARC/INFO interchange file format
Graphical information organizers	    FES 	 Geographically located raster data
Graphical information organizers	    MGMF 	 Geography Markup Language file
Graphical information organizers	    MM 	 XML-based interchange format
Graphical information organizers	    MMP 	 ESRI ArcGIS project file, 8.0 and higher
Graphical information organizers	    TPC 	
Graphics	    ACT 	
Graphics	    PAL 	
Graphics	Raster graphics	 3D Topicscape The database in which the meta-data of a 3D Topicscape is held. A 3D Topicscape is a form of 3D concept map (like a 3D mind-map) used to organize ideas, information and computer files.
Graphics	Raster (or Bitmap) files store images as a group of pixels.	 Linear Reference System.
Graphics	    ASE 	 MindGenius Mind Mapping Software file format.
Graphics	    ART 	 FreeMind mind map file (XML).
Graphics	    BMP 	 Mind Manager mind map file.
Graphics	    BLP 	 3D Topicscape file, produced when an inter-Topicscape topic link file is exported to Windows. Used to permit round-trip (export Topicscape, change files and folders as desired, re-import them to 3D Topicscape).
Graphics	    CD5 	
Graphics	    CIT 	
Graphics	    CPT 	
Graphics	    CR2 	
Graphics	    CUT 	
Graphics	    DDS 	 Adobe Color Table. Contains a raw color palette and consists of 256 24-bit RGB colour values.
Graphics	    DIB 	 Microsoft palette file
Graphics	    DjVu 	
Graphics	    EGT 	
Graphics	    Exif 	
Graphics	    GIF 	
Graphics	    GPL 	
Graphics	    GRF 	 Adobe Swatch
Graphics	    ICNS 	 America Online proprietary format
Graphics	    ICO 	 Microsoft Windows Bitmap formatted image
Graphics	    IFF (.iff, .ilbm, .lbm) 	 Blizzard Entertainment proprietary texture format
Graphics	    JNG 	 Chasys Draw IES image
Graphics	    JPEG, JFIF (.jpg or .jpeg) 	 Intergraph is a monochrome bitmap format
Graphics	    JP2 	 Corel PHOTO-PAINT image
Graphics	    JPS 	" Canon camera raw format. Photos will have this format on some Canon cameras if the quality ""RAW"" is selected in camera settings."
Graphics	    LBM 	 Dr. Halo image file
Graphics	    MAX 	 DirectX texture file
Graphics	    MIFF 	 Device-Independent Bitmap graphic
Graphics	    MNG 	 DjVu for scanned documents
Graphics	    MSP 	 EGT Universal Document, used in EGT SmartSense to compress PNG files to yet a smaller file
Graphics	    NITF 	 Exchangeable image file format (Exif) is a specification for the image file format used by digital cameras
Graphics	    OTA bitmap (Over The Air bitmap) 	 CompuServe's Graphics Interchange Format
Graphics	    PBM 	 GIMP Palette, using a textual representation of color names and RGB values
Graphics	    PC1 	 Zebra Technologies proprietary format
Graphics	    PC2 	 file format use for icons in Mac OS X. Contains bitmap images at multiple resolutions and bitdepths with alpha channel.
Graphics	    PC3 	 a file format used for icons in Microsoft Windows. Contains small bitmap images at multiple resolutions and sizes.
Graphics	    PCF 	 ILBM
Graphics	    PCX 	 a single-frame MNG using JPEG compression and possibly an alpha channel.
Graphics	    PDN 	 Deluxe Paint image file
Graphics	    PGM 	 ScanSoft PaperPort document
Graphics	    PI1 	 ImageMagick's native file format
Graphics	    PI2 	 Multiple Network Graphics, the animated version of PNG
Graphics	    PI3 	 a file format used by old versions of Microsoft Paint. Replaced with BMP in Microsoft Windows 3.0
Graphics	    PICT, PCT 	 A U.S. Government standard commonly used in Intelligence systems
